user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating,average_rating_bin
329,6,0,1,73.0,71-80
329,9,1,1,82.0,81-90
329,10,0,1,70.0,71-80
329,11,1,1,86.0,81-90
329,12,1,1,87.0,81-90
329,15,0,1,71.0,71-80
329,16,0,1,74.0,71-80
329,17,1,1,88.0,81-90
329,18,1,1,80.0,81-90
330,2,2,5,75.0,71-80
330,5,0,1,68.0,61-70
330,9,1,1,80.0,81-90
330,13,1,1,80.0,81-90
330,15,1,1,84.0,81-90
330,17,1,1,94.0,91-100
331,2,3,4,79.25,71-80
331,9,2,2,80.5,81-90
331,10,1,1,84.0,81-90
331,15,0,1,72.0,71-80
331,17,1,1,86.0,81-90
331,18,1,1,81.0,81-90
331,19,1,1,88.0,81-90
332,2,5,5,83.2,81-90
332,3,1,1,82.0,81-90
332,5,1,1,85.0,81-90
332,6,1,1,79.0,71-80
332,10,1,1,79.0,71-80
332,13,1,1,85.0,81-90
332,17,1,2,84.5,81-90
332,19,2,2,81.5,81-90
333,2,3,4,80.0,81-90
333,6,1,2,77.0,71-80
333,10,1,1,84.0,81-90
333,12,1,1,87.0,81-90
333,13,1,2,75.5,71-80
333,17,1,1,91.0,91-100
334,2,2,3,81.33,81-90
334,4,0,1,69.0,61-70
334,5,1,2,73.0,71-80
334,9,2,2,91.0,91-100
334,10,0,2,71.0,71-80
334,12,1,1,83.0,81-90
334,13,0,1,66.0,61-70
334,17,1,1,93.0,91-100
334,19,1,1,78.0,71-80
335,2,3,4,80.25,81-90
335,3,1,1,80.0,81-90
335,5,1,2,78.0,71-80
335,7,0,1,75.0,71-80
335,8,2,2,89.5,81-90
335,16,1,1,81.0,81-90
335,17,1,1,91.0,91-100
335,20,1,1,78.0,71-80
336,2,1,5,73.6,71-80
336,5,1,1,86.0,81-90
336,6,1,1,85.0,81-90
336,7,1,2,81.5,81-90
336,8,0,1,76.0,71-80
336,13,0,1,71.0,71-80
336,16,0,1,74.0,71-80
337,1,3,3,87.67,81-90
337,2,4,4,84.25,81-90
337,9,1,1,78.0,71-80
337,10,2,2,84.0,81-90
337,16,2,2,81.5,81-90
337,17,1,1,80.0,81-90
337,18,1,1,80.0,81-90
338,1,0,1,70.0,71-80
338,2,2,4,76.25,71-80
338,12,2,2,84.0,81-90
338,14,1,1,84.0,81-90
338,16,1,1,85.0,81-90
338,17,1,1,85.0,81-90
339,2,2,4,77.25,71-80
339,3,0,1,67.0,61-70
339,7,1,2,77.5,71-80
339,9,0,1,75.0,71-80
339,10,1,1,90.0,91-100
339,17,1,1,88.0,81-90
339,18,1,1,81.0,81-90
340,2,1,4,72.25,71-80
340,7,0,1,75.0,71-80
340,13,0,1,72.0,71-80
340,15,0,1,68.0,61-70
340,17,2,2,86.0,81-90
340,18,1,1,88.0,81-90
341,2,4,4,91.0,91-100
341,6,0,1,68.0,61-70
341,7,0,1,69.0,61-70
341,8,1,1,78.0,71-80
341,10,1,1,86.0,81-90
341,11,1,1,86.0,81-90
341,14,1,1,78.0,71-80
341,17,1,1,81.0,81-90
341,18,2,2,85.5,81-90
342,2,2,4,75.25,71-80
342,3,1,1,89.0,81-90
342,6,2,3,84.0,81-90
342,10,0,1,66.0,61-70
342,15,1,1,88.0,81-90
342,17,1,1,85.0,81-90
342,20,1,1,78.0,71-80
343,1,0,1,76.0,71-80
343,2,2,4,76.5,71-80
343,4,1,1,77.0,71-80
343,7,1,1,82.0,81-90
343,8,1,1,91.0,91-100
343,9,1,1,79.0,71-80
343,11,0,1,75.0,71-80
343,17,0,1,76.0,71-80
343,18,1,1,77.0,71-80
344,2,4,4,86.75,81-90
344,4,0,1,76.0,71-80
344,5,1,1,96.0,91-100
344,7,1,1,81.0,81-90
344,10,1,1,90.0,91-100
344,11,1,1,77.0,71-80
344,12,2,2,84.0,81-90
344,13,1,1,86.0,81-90
344,14,1,1,84.0,81-90
344,15,0,1,74.0,71-80
344,17,1,1,78.0,71-80
345,1,0,1,68.0,61-70
345,2,4,4,85.5,81-90
345,6,1,1,85.0,81-90
345,9,1,1,81.0,81-90
345,16,1,1,85.0,81-90
345,17,0,1,72.0,71-80
345,18,1,1,75.0,71-80
345,20,1,1,90.0,91-100
346,1,1,1,94.0,91-100
346,2,4,4,85.75,81-90
346,9,2,2,90.0,91-100
346,14,0,1,75.0,71-80
346,17,1,2,77.5,71-80
347,1,1,1,94.0,91-100
347,2,1,4,76.0,71-80
347,4,0,1,73.0,71-80
347,5,1,1,90.0,91-100
347,10,1,1,78.0,71-80
347,11,1,1,88.0,81-90
347,13,1,1,79.0,71-80
347,17,1,2,79.0,71-80
347,19,1,1,86.0,81-90
347,20,1,1,82.0,81-90
348,2,4,4,81.75,81-90
348,3,0,1,71.0,71-80
348,4,1,2,73.5,71-80
348,5,1,1,92.0,91-100
348,9,1,1,84.0,81-90
348,14,0,1,70.0,71-80
348,17,0,1,74.0,71-80
348,18,1,1,89.0,81-90
349,2,2,4,76.0,71-80
349,9,1,2,79.0,71-80
349,12,2,2,89.5,81-90
349,13,1,1,84.0,81-90
349,15,1,2,78.5,71-80
349,16,1,1,79.0,71-80
349,17,1,1,85.0,81-90
350,1,0,1,75.0,71-80
350,2,3,4,77.0,71-80
350,5,2,2,90.5,91-100
350,9,1,1,85.0,81-90
350,11,0,1,73.0,71-80
350,14,1,1,80.0,81-90
350,15,1,1,92.0,91-100
350,17,1,1,92.0,91-100
351,2,5,5,83.4,81-90
351,3,1,1,85.0,81-90
351,5,2,2,82.5,81-90
351,6,1,1,82.0,81-90
351,10,1,1,83.0,81-90
351,13,1,2,81.5,81-90
351,15,0,1,68.0,61-70
351,17,1,1,76.0,71-80
351,19,1,1,86.0,81-90
352,2,4,5,84.2,81-90
352,8,1,1,93.0,91-100
352,9,1,1,78.0,71-80
352,11,1,2,76.0,71-80
352,15,0,1,73.0,71-80
352,16,0,1,74.0,71-80
352,17,2,2,81.5,81-90
352,18,1,1,85.0,81-90
352,19,0,1,75.0,71-80
353,2,3,5,81.6,81-90
353,6,1,2,74.5,71-80
353,7,0,1,70.0,71-80
353,11,0,1,75.0,71-80
353,13,0,1,69.0,61-70
353,15,1,1,82.0,81-90
353,17,1,1,79.0,71-80
353,19,1,1,80.0,81-90
354,1,0,1,76.0,71-80
354,2,3,4,77.75,71-80
354,3,0,1,68.0,61-70
354,5,0,1,70.0,71-80
354,7,0,1,73.0,71-80
354,10,1,1,88.0,81-90
354,17,1,1,83.0,81-90
354,18,1,1,94.0,91-100
355,1,1,1,81.0,81-90
355,2,3,4,81.5,81-90
355,3,1,1,82.0,81-90
355,6,1,1,86.0,81-90
355,9,1,1,78.0,71-80
355,10,3,3,84.33,81-90
355,13,1,1,82.0,81-90
355,17,0,1,73.0,71-80
356,2,3,4,75.75,71-80
356,3,1,1,78.0,71-80
356,7,1,1,81.0,81-90
356,14,1,1,77.0,71-80
356,15,2,2,79.0,71-80
356,16,2,2,88.0,81-90
356,17,0,1,70.0,71-80
356,20,0,1,62.0,61-70
357,2,1,4,72.0,71-80
357,3,1,2,77.5,71-80
357,5,1,1,81.0,81-90
357,7,1,1,77.0,71-80
357,9,0,1,71.0,71-80
357,17,1,1,89.0,81-90
358,2,5,5,81.2,81-90
358,7,1,1,88.0,81-90
358,13,1,2,76.5,71-80
358,14,0,1,65.0,61-70
358,16,1,1,85.0,81-90
358,17,1,1,81.0,81-90
359,2,1,4,73.75,71-80
359,7,0,1,77.0,71-80
359,9,2,2,78.5,71-80
359,10,1,1,79.0,71-80
359,12,1,1,91.0,91-100
359,14,1,1,86.0,81-90
359,17,0,1,74.0,71-80
360,2,3,5,77.2,71-80
360,4,1,1,89.0,81-90
360,5,1,2,82.0,81-90
360,9,1,1,82.0,81-90
360,11,1,1,77.0,71-80
360,14,2,2,81.0,81-90
360,17,1,1,81.0,81-90
361,1,0,1,75.0,71-80
361,2,3,5,77.4,71-80
361,3,1,2,79.5,71-80
361,5,1,1,77.0,71-80
361,6,0,1,68.0,61-70
361,8,1,1,83.0,81-90
361,10,1,2,82.0,81-90
361,17,1,2,82.0,81-90
362,1,0,1,64.0,61-70
362,2,2,4,77.25,71-80
362,5,1,1,81.0,81-90
362,9,1,1,80.0,81-90
362,11,1,1,82.0,81-90
362,17,0,1,69.0,61-70
362,18,0,1,63.0,61-70
362,19,0,1,73.0,71-80
363,2,3,4,80.5,81-90
363,7,1,1,78.0,71-80
363,9,0,1,66.0,61-70
363,10,1,1,77.0,71-80
363,15,1,3,74.0,71-80
363,17,1,1,82.0,81-90
363,20,1,2,73.5,71-80
364,2,3,4,81.0,81-90
364,4,0,1,73.0,71-80
364,11,1,1,90.0,91-100
364,13,0,1,73.0,71-80
364,14,1,1,82.0,81-90
364,17,0,1,74.0,71-80
364,19,1,1,89.0,81-90
364,20,1,1,85.0,81-90
365,2,4,5,78.4,71-80
365,3,0,2,75.5,71-80
365,8,0,1,77.0,71-80
365,11,1,2,77.5,71-80
365,15,2,2,78.5,71-80
365,17,3,3,87.0,81-90
366,2,3,4,80.5,81-90
366,4,1,1,79.0,71-80
366,5,1,1,91.0,91-100
366,9,1,1,82.0,81-90
366,12,1,1,88.0,81-90
366,16,1,1,86.0,81-90
366,17,2,2,84.0,81-90
367,1,1,1,88.0,81-90
367,2,3,4,79.25,71-80
367,5,1,1,84.0,81-90
367,8,0,1,69.0,61-70
367,9,1,1,83.0,81-90
367,12,1,1,84.0,81-90
367,13,0,1,75.0,71-80
367,14,1,1,78.0,71-80
367,17,2,2,84.5,81-90
368,2,2,3,77.0,71-80
368,6,1,1,79.0,71-80
368,8,1,1,92.0,91-100
368,13,1,1,78.0,71-80
368,14,1,2,73.0,71-80
368,16,2,3,81.33,81-90
368,17,1,1,93.0,91-100
369,1,1,1,95.0,91-100
369,2,3,4,81.25,81-90
369,3,1,1,83.0,81-90
369,7,1,1,80.0,81-90
369,9,1,2,75.0,71-80
369,10,0,1,76.0,71-80
369,14,1,1,87.0,81-90
369,16,1,1,84.0,81-90
369,17,1,1,80.0,81-90
369,18,1,1,83.0,81-90
370,2,3,5,81.0,81-90
370,6,1,2,74.0,71-80
370,9,0,1,68.0,61-70
370,13,1,1,82.0,81-90
370,16,1,1,83.0,81-90
370,17,0,2,74.0,71-80
370,19,1,1,78.0,71-80
370,20,1,1,80.0,81-90
371,2,3,4,78.75,71-80
371,5,0,1,72.0,71-80
371,8,2,2,86.0,81-90
371,11,1,1,80.0,81-90
371,16,0,1,73.0,71-80
371,17,1,1,79.0,71-80
371,20,1,1,88.0,81-90
372,2,3,4,83.0,81-90
372,5,1,2,81.0,81-90
372,12,2,2,77.5,71-80
372,13,0,1,76.0,71-80
372,15,1,1,83.0,81-90
372,17,0,1,64.0,61-70
372,18,2,2,92.0,91-100
373,2,3,5,79.0,71-80
373,7,0,1,69.0,61-70
373,8,1,1,86.0,81-90
373,9,1,1,80.0,81-90
373,10,1,1,91.0,91-100
373,12,1,1,94.0,91-100
373,13,0,1,69.0,61-70
373,17,0,1,74.0,71-80
374,2,3,5,80.0,81-90
374,3,1,1,93.0,91-100
374,5,3,3,87.33,81-90
374,9,1,1,78.0,71-80
374,10,0,1,64.0,61-70
374,13,2,2,78.0,71-80
374,16,1,1,84.0,81-90
374,20,1,1,88.0,81-90
375,1,1,1,95.0,91-100
375,2,3,4,82.25,81-90
375,4,1,1,81.0,81-90
375,6,1,1,79.0,71-80
375,8,2,2,96.0,91-100
375,9,0,1,71.0,71-80
375,10,1,1,89.0,81-90
375,13,1,1,81.0,81-90
375,17,2,2,88.5,81-90
376,2,4,4,84.75,81-90
376,6,1,1,84.0,81-90
376,8,0,1,72.0,71-80
376,11,1,1,83.0,81-90
376,17,1,1,93.0,91-100
376,18,1,1,80.0,81-90
376,20,0,1,71.0,71-80
377,2,3,5,76.0,71-80
377,11,1,2,80.5,81-90
377,14,0,1,67.0,61-70
377,15,1,1,82.0,81-90
377,17,1,1,80.0,81-90
378,1,1,1,78.0,71-80
378,2,2,4,74.5,71-80
378,4,1,1,92.0,91-100
378,5,1,1,79.0,71-80
378,9,1,1,93.0,91-100
378,10,1,1,85.0,81-90
378,12,0,1,74.0,71-80
378,16,1,1,81.0,81-90
378,17,1,1,80.0,81-90
378,20,1,2,78.0,71-80
379,1,1,1,93.0,91-100
379,2,4,5,84.4,81-90
379,6,0,1,76.0,71-80
379,8,1,1,83.0,81-90
379,9,1,1,96.0,91-100
379,12,1,1,81.0,81-90
379,13,1,1,82.0,81-90
379,15,1,1,86.0,81-90
379,17,1,1,80.0,81-90
379,19,1,1,86.0,81-90
380,2,3,7,74.71,71-80
380,8,1,1,85.0,81-90
380,11,1,1,92.0,91-100
380,14,0,1,73.0,71-80
380,15,1,1,89.0,81-90
380,17,2,2,83.0,81-90
380,19,2,2,84.5,81-90
381,2,4,4,83.0,81-90
381,3,1,2,79.0,71-80
381,8,1,1,82.0,81-90
381,9,0,1,74.0,71-80
381,17,0,1,73.0,71-80
381,20,0,1,74.0,71-80
382,2,3,4,78.0,71-80
382,3,2,2,83.5,81-90
382,11,1,1,89.0,81-90
382,15,1,1,81.0,81-90
382,17,1,1,95.0,91-100
382,19,1,1,84.0,81-90
382,20,1,2,77.0,71-80
383,2,1,5,75.6,71-80
383,3,1,1,80.0,81-90
383,5,0,1,75.0,71-80
383,6,1,2,73.5,71-80
383,11,1,2,73.0,71-80
383,14,1,1,88.0,81-90
383,17,0,1,71.0,71-80
383,19,1,1,81.0,81-90
384,1,0,1,69.0,61-70
384,2,3,4,82.25,81-90
384,4,1,1,86.0,81-90
384,6,1,1,85.0,81-90
384,7,1,1,80.0,81-90
384,8,1,1,86.0,81-90
384,10,1,1,96.0,91-100
384,16,1,1,92.0,91-100
384,17,1,2,74.5,71-80
384,18,1,1,86.0,81-90
385,2,2,4,77.0,71-80
385,4,0,1,74.0,71-80
385,5,2,2,81.0,81-90
385,6,0,3,73.67,71-80
385,10,0,1,75.0,71-80
385,13,0,1,72.0,71-80
385,17,0,1,76.0,71-80
385,18,1,1,90.0,91-100
386,1,1,1,78.0,71-80
386,2,2,3,82.0,81-90
386,6,1,1,84.0,81-90
386,7,2,2,86.0,81-90
386,8,1,1,88.0,81-90
386,10,0,1,65.0,61-70
386,11,1,1,81.0,81-90
386,17,0,1,69.0,61-70
387,2,3,4,77.25,71-80
387,3,1,1,90.0,91-100
387,6,1,1,82.0,81-90
387,8,1,1,80.0,81-90
387,9,2,2,93.0,91-100
387,10,1,1,83.0,81-90
387,14,1,1,78.0,71-80
387,15,1,1,82.0,81-90
387,16,1,1,78.0,71-80
387,17,1,1,85.0,81-90
387,19,1,1,88.0,81-90
388,2,3,5,80.4,81-90
388,4,2,2,87.5,81-90
388,11,1,1,82.0,81-90
388,17,2,2,78.5,71-80
388,20,1,1,87.0,81-90
389,2,4,5,77.8,71-80
389,5,0,1,71.0,71-80
389,12,1,1,90.0,91-100
389,17,2,2,89.5,81-90
389,20,1,1,77.0,71-80
390,2,1,4,72.75,71-80
390,6,1,1,83.0,81-90
390,13,1,1,80.0,81-90
390,17,2,2,82.5,81-90
390,18,2,2,84.0,81-90
390,20,0,1,71.0,71-80
391,1,1,1,79.0,71-80
391,2,2,4,77.25,71-80
391,4,1,2,76.0,71-80
391,5,1,1,94.0,91-100
391,6,1,1,81.0,81-90
391,8,1,2,75.5,71-80
391,9,1,1,82.0,81-90
391,11,1,1,81.0,81-90
391,17,0,1,76.0,71-80
391,20,0,1,76.0,71-80
392,2,3,5,78.0,71-80
392,3,1,1,86.0,81-90
392,5,1,1,76.0,71-80
392,8,1,1,89.0,81-90
392,11,1,1,86.0,81-90
392,17,1,1,95.0,91-100
392,20,0,1,75.0,71-80
393,2,2,5,78.6,71-80
393,4,0,1,73.0,71-80
393,9,1,1,77.0,71-80
393,10,0,1,74.0,71-80
393,15,1,1,78.0,71-80
393,16,1,1,90.0,91-100
393,17,1,1,84.0,81-90
393,18,0,1,72.0,71-80
393,19,1,1,78.0,71-80
393,20,0,2,75.5,71-80
394,1,0,1,76.0,71-80
394,2,4,4,85.0,81-90
394,9,1,1,87.0,81-90
394,11,1,1,80.0,81-90
394,16,1,1,89.0,81-90
394,17,1,1,80.0,81-90
394,18,0,1,64.0,61-70
394,19,0,1,70.0,71-80
395,2,4,5,81.2,81-90
395,6,1,1,85.0,81-90
395,10,1,1,82.0,81-90
395,12,1,1,81.0,81-90
395,15,1,1,79.0,71-80
395,16,2,2,78.0,71-80
395,17,3,3,78.33,71-80
395,18,1,1,85.0,81-90
396,2,3,5,77.6,71-80
396,4,1,1,80.0,81-90
396,5,1,1,88.0,81-90
396,6,0,1,65.0,61-70
396,9,1,1,84.0,81-90
396,12,1,1,92.0,91-100
396,17,1,1,85.0,81-90
397,2,3,4,78.75,71-80
397,6,1,1,78.0,71-80
397,12,0,1,75.0,71-80
397,13,1,1,86.0,81-90
397,14,0,1,72.0,71-80
397,16,0,1,64.0,61-70
397,17,2,2,88.0,81-90
398,2,3,4,86.0,81-90
398,3,1,2,79.0,71-80
398,11,0,2,74.0,71-80
398,17,2,2,84.5,81-90
398,18,1,3,72.67,71-80
399,2,3,4,81.75,81-90
399,7,0,1,75.0,71-80
399,9,1,1,79.0,71-80
399,12,1,1,79.0,71-80
399,13,0,1,75.0,71-80
399,15,1,1,77.0,71-80
399,17,2,2,82.5,81-90
399,18,0,1,71.0,71-80
399,20,1,1,92.0,91-100
400,1,1,1,84.0,81-90
400,2,2,4,77.75,71-80
400,3,1,1,92.0,91-100
400,7,1,1,94.0,91-100
400,8,1,1,93.0,91-100
400,9,0,1,74.0,71-80
400,11,1,1,95.0,91-100
400,12,1,1,86.0,81-90
400,14,0,1,75.0,71-80
400,16,0,1,72.0,71-80
400,17,0,1,70.0,71-80
400,18,1,1,88.0,81-90
401,1,1,1,84.0,81-90
401,2,4,5,83.0,81-90
401,3,1,1,89.0,81-90
401,13,2,2,86.0,81-90
401,17,1,1,77.0,71-80
401,18,1,1,85.0,81-90
402,2,2,5,79.6,71-80
402,9,0,1,68.0,61-70
402,11,1,1,92.0,91-100
402,13,0,1,76.0,71-80
402,14,1,1,84.0,81-90
402,15,1,1,88.0,81-90
402,16,0,1,75.0,71-80
402,17,1,3,75.67,71-80
403,2,5,5,83.4,81-90
403,3,2,2,87.5,81-90
403,4,0,1,75.0,71-80
403,10,0,1,75.0,71-80
403,13,1,1,93.0,91-100
403,14,1,1,87.0,81-90
403,16,1,1,81.0,81-90
403,17,1,1,88.0,81-90
404,2,4,4,84.25,81-90
404,6,0,1,76.0,71-80
404,9,1,1,85.0,81-90
404,10,1,1,77.0,71-80
404,14,1,1,83.0,81-90
404,15,2,2,83.5,81-90
404,16,1,1,80.0,81-90
404,17,1,1,82.0,81-90
405,1,1,1,82.0,81-90
405,2,2,5,77.2,71-80
405,3,1,1,89.0,81-90
405,7,1,1,77.0,71-80
405,11,2,2,87.5,81-90
405,13,0,1,70.0,71-80
405,17,1,2,77.5,71-80
405,19,0,2,69.0,61-70
406,2,3,4,83.25,81-90
406,4,1,1,85.0,81-90
406,6,0,1,70.0,71-80
406,9,0,1,64.0,61-70
406,11,1,1,78.0,71-80
406,12,0,1,72.0,71-80
406,13,1,1,91.0,91-100
406,14,1,1,82.0,81-90
406,15,1,1,77.0,71-80
406,16,0,1,67.0,61-70
406,17,0,1,68.0,61-70
406,19,1,1,86.0,81-90
407,1,1,1,96.0,91-100
407,2,2,4,77.0,71-80
407,4,1,1,96.0,91-100
407,9,1,1,89.0,81-90
407,11,0,1,68.0,61-70
407,14,0,1,76.0,71-80
407,17,1,1,84.0,81-90
407,19,0,1,71.0,71-80
408,1,2,2,86.0,81-90
408,2,1,4,72.5,71-80
408,7,1,1,81.0,81-90
408,9,1,2,79.5,71-80
408,16,1,1,85.0,81-90
408,17,1,1,80.0,81-90
409,2,4,4,81.0,81-90
409,3,1,1,86.0,81-90
409,9,1,1,85.0,81-90
409,17,1,2,78.5,71-80
409,18,1,2,82.0,81-90
410,2,2,4,79.5,71-80
410,4,1,1,84.0,81-90
410,9,1,1,87.0,81-90
410,11,0,1,68.0,61-70
410,18,1,1,92.0,91-100
410,19,2,2,80.0,81-90
410,20,1,1,84.0,81-90
411,2,3,5,81.0,81-90
411,6,0,1,75.0,71-80
411,7,1,1,80.0,81-90
411,8,1,1,81.0,81-90
411,13,1,2,84.0,81-90
411,17,1,1,77.0,71-80
412,2,2,4,78.0,71-80
412,10,1,1,94.0,91-100
412,12,0,1,73.0,71-80
412,14,0,1,75.0,71-80
412,17,1,1,80.0,81-90
412,19,0,1,76.0,71-80
412,20,0,1,72.0,71-80
413,1,0,1,74.0,71-80
413,2,1,4,71.75,71-80
413,6,0,1,72.0,71-80
413,12,1,1,97.0,91-100
413,14,1,1,94.0,91-100
413,15,1,1,77.0,71-80
413,17,1,1,77.0,71-80
413,20,1,1,81.0,81-90
414,1,0,1,68.0,61-70
414,2,3,4,81.75,81-90
414,4,1,1,78.0,71-80
414,6,0,1,69.0,61-70
414,8,1,1,80.0,81-90
414,10,1,1,88.0,81-90
414,17,1,1,79.0,71-80
415,1,0,1,76.0,71-80
415,2,3,4,77.75,71-80
415,4,1,1,84.0,81-90
415,8,1,1,81.0,81-90
415,9,1,1,80.0,81-90
415,10,1,1,91.0,91-100
415,11,1,1,88.0,81-90
415,13,0,1,72.0,71-80
415,17,1,1,86.0,81-90
415,20,0,1,71.0,71-80
416,2,3,4,80.5,81-90
416,4,1,1,88.0,81-90
416,5,1,1,77.0,71-80
416,11,0,1,77.0,71-80
416,12,0,1,73.0,71-80
416,13,0,1,68.0,61-70
416,17,0,1,66.0,61-70
416,18,0,1,70.0,71-80
417,2,3,3,91.67,91-100
417,4,1,1,84.0,81-90
417,10,1,1,79.0,71-80
417,14,0,1,67.0,61-70
417,15,1,1,77.0,71-80
417,17,1,1,83.0,81-90
417,18,0,2,69.0,61-70
417,19,1,1,86.0,81-90
418,1,1,1,80.0,81-90
418,2,4,4,86.25,81-90
418,11,0,1,77.0,71-80
418,15,0,1,76.0,71-80
418,17,1,1,93.0,91-100
418,19,1,1,79.0,71-80
418,20,1,1,80.0,81-90
419,2,5,5,83.0,81-90
419,4,1,1,80.0,81-90
419,5,0,1,73.0,71-80
419,6,1,1,89.0,81-90
419,7,2,2,91.0,91-100
419,13,1,1,78.0,71-80
419,14,1,1,78.0,71-80
419,17,0,1,67.0,61-70
419,20,1,2,73.0,71-80
420,2,5,6,81.67,81-90
420,5,0,1,75.0,71-80
420,6,1,1,82.0,81-90
420,7,1,1,95.0,91-100
420,8,1,1,91.0,91-100
420,16,1,1,89.0,81-90
420,17,1,1,81.0,81-90
420,18,1,1,89.0,81-90
420,19,0,1,68.0,61-70
421,2,4,4,81.75,81-90
421,6,0,1,76.0,71-80
421,7,1,1,87.0,81-90
421,12,1,1,91.0,91-100
421,15,1,1,77.0,71-80
421,16,1,1,80.0,81-90
421,17,1,1,94.0,91-100
422,1,1,1,78.0,71-80
422,2,1,3,78.67,71-80
422,3,0,1,63.0,61-70
422,7,1,1,91.0,91-100
422,8,2,2,90.0,91-100
422,13,1,1,97.0,91-100
422,14,1,1,88.0,81-90
422,17,0,1,73.0,71-80
422,18,1,1,83.0,81-90
422,19,0,1,76.0,71-80
423,2,2,5,77.6,71-80
423,3,1,1,80.0,81-90
423,5,2,2,81.0,81-90
423,7,2,2,86.5,81-90
423,8,0,1,64.0,61-70
423,9,1,1,87.0,81-90
423,11,1,1,80.0,81-90
423,12,0,1,77.0,71-80
423,19,1,1,88.0,81-90
424,2,3,4,83.0,81-90
424,8,0,1,75.0,71-80
424,11,1,1,78.0,71-80
424,14,1,1,89.0,81-90
424,17,1,1,78.0,71-80
424,18,0,1,71.0,71-80
424,19,2,2,82.5,81-90
425,2,5,5,85.2,81-90
425,7,1,1,84.0,81-90
425,9,1,1,77.0,71-80
425,13,0,1,73.0,71-80
425,17,1,1,76.0,71-80
425,20,0,2,73.5,71-80
426,1,1,1,78.0,71-80
426,2,3,4,81.75,81-90
426,12,0,1,76.0,71-80
426,14,0,2,72.5,71-80
426,17,1,1,77.0,71-80
426,18,1,1,83.0,81-90
427,2,3,4,79.75,71-80
427,8,1,1,79.0,71-80
427,9,1,1,85.0,81-90
427,14,1,1,82.0,81-90
427,17,0,1,71.0,71-80
427,18,1,1,94.0,91-100
427,19,1,1,78.0,71-80
428,2,4,4,82.75,81-90
428,8,1,1,85.0,81-90
428,9,0,1,71.0,71-80
428,13,1,1,86.0,81-90
428,15,1,2,84.5,81-90
428,17,1,1,82.0,81-90
428,18,0,1,63.0,61-70
429,2,2,4,77.75,71-80
429,3,1,1,95.0,91-100
429,4,0,1,75.0,71-80
429,7,1,1,99.0,91-100
429,8,1,1,83.0,81-90
429,15,2,2,86.5,81-90
429,17,1,1,86.0,81-90
430,2,2,4,77.75,71-80
430,7,1,1,86.0,81-90
430,9,0,1,69.0,61-70
430,12,0,1,76.0,71-80
430,13,1,1,84.0,81-90
430,17,1,2,75.0,71-80
430,20,1,1,89.0,81-90
431,2,4,5,81.6,81-90
431,3,1,1,82.0,81-90
431,4,2,2,79.5,71-80
431,5,1,1,95.0,91-100
431,8,1,1,94.0,91-100
431,11,1,1,80.0,81-90
431,12,1,1,90.0,91-100
431,13,0,1,63.0,61-70
431,17,1,1,93.0,91-100
431,18,1,1,85.0,81-90
432,2,3,4,82.5,81-90
432,4,1,1,84.0,81-90
432,7,1,1,81.0,81-90
432,8,0,1,76.0,71-80
432,11,1,2,77.5,71-80
432,17,2,2,82.5,81-90
432,20,1,1,89.0,81-90
433,2,1,4,75.5,71-80
433,5,1,1,87.0,81-90
433,6,0,1,70.0,71-80
433,11,1,1,77.0,71-80
433,15,0,1,68.0,61-70
433,16,1,1,80.0,81-90
433,17,1,1,84.0,81-90
433,19,1,1,80.0,81-90
433,20,1,1,84.0,81-90
434,1,0,2,70.5,71-80
434,2,2,4,77.25,71-80
434,3,1,2,78.5,71-80
434,9,1,1,86.0,81-90
434,12,1,1,85.0,81-90
434,15,1,1,90.0,91-100
434,16,1,1,89.0,81-90
434,17,2,2,79.0,71-80
434,20,1,1,81.0,81-90
435,1,1,1,86.0,81-90
435,2,2,4,77.5,71-80
435,3,1,1,91.0,91-100
435,8,1,1,78.0,71-80
435,12,0,1,71.0,71-80
435,15,1,2,79.5,71-80
435,16,0,1,74.0,71-80
435,17,1,1,86.0,81-90
435,18,2,2,77.5,71-80
435,19,0,1,71.0,71-80
436,2,2,4,79.75,71-80
436,4,1,1,79.0,71-80
436,5,1,1,76.0,71-80
436,7,1,1,83.0,81-90
436,11,0,1,71.0,71-80
436,16,2,2,85.5,81-90
436,17,1,1,83.0,81-90
437,1,1,1,83.0,81-90
437,2,3,4,77.0,71-80
437,3,1,1,93.0,91-100
437,4,0,1,71.0,71-80
437,7,0,1,71.0,71-80
437,10,0,1,67.0,61-70
437,14,0,1,68.0,61-70
437,17,2,2,86.5,81-90
438,1,1,1,79.0,71-80
438,2,5,5,84.4,81-90
438,3,0,1,72.0,71-80
438,9,0,1,77.0,71-80
438,12,1,3,77.67,71-80
438,15,1,1,86.0,81-90
438,16,0,1,74.0,71-80
438,17,1,2,78.5,71-80
439,2,1,4,72.25,71-80
439,4,0,1,75.0,71-80
439,5,2,2,81.0,81-90
439,6,0,1,68.0,61-70
439,7,0,2,74.0,71-80
439,12,1,1,80.0,81-90
439,17,1,2,75.5,71-80
439,18,1,1,90.0,91-100
439,20,0,1,72.0,71-80
440,2,3,4,79.75,71-80
440,6,1,1,85.0,81-90
440,10,0,1,76.0,71-80
440,11,2,2,80.0,81-90
440,12,0,1,64.0,61-70
440,13,1,1,89.0,81-90
440,15,1,1,83.0,81-90
440,17,2,2,82.0,81-90
441,2,2,4,77.5,71-80
441,5,1,1,84.0,81-90
