user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating
441,18,1,1,85.0
442,2,3,5,74.4
442,4,1,1,84.0
442,7,2,2,81.0
442,10,1,1,80.0
442,13,0,1,66.0
442,17,1,1,86.0
442,20,1,1,78.0
443,2,1,4,74.0
443,3,1,2,75.0
443,4,1,2,78.5
443,5,2,2,78.0
443,16,0,1,74.0
443,17,1,1,79.0
444,1,1,1,81.0
444,2,3,5,77.8
444,7,0,1,76.0
444,10,1,1,87.0
444,12,0,2,72.5
444,15,1,1,77.0
444,16,1,1,77.0
444,17,1,1,81.0
444,18,1,1,91.0
444,20,0,1,70.0
445,2,3,4,79.75
445,4,1,1,78.0
445,5,0,1,76.0
445,6,1,1,80.0
445,7,1,1,82.0
445,12,1,1,76.0
445,17,1,1,84.0
445,20,2,2,85.5
446,2,3,4,78.75
446,3,1,1,78.0
446,5,0,1,70.0
446,7,1,1,89.0
446,12,1,1,90.0
446,14,1,2,83.5
446,15,0,1,76.0
446,16,1,1,80.0
446,17,2,3,78.67
447,2,4,5,81.0
447,3,1,1,87.0
447,4,1,1,82.0
447,6,1,1,83.0
447,11,1,1,81.0
447,13,1,1,90.0
447,17,0,1,75.0
447,18,1,1,83.0
447,20,0,1,73.0
448,1,1,1,87.0
448,2,2,5,82.8
448,3,1,1,85.0
448,4,1,1,87.0
448,10,0,1,74.0
448,11,0,2,68.5
448,14,1,1,86.0
448,17,0,1,66.0
448,19,1,2,78.5
449,1,1,1,79.0
449,2,1,3,79.0
449,7,2,2,83.5
449,11,0,1,75.0
449,12,1,1,95.0
449,13,1,1,88.0
449,14,1,1,84.0
449,16,1,2,77.0
449,17,0,1,76.0
449,19,1,2,79.5
450,2,1,5,75.4
450,4,1,1,86.0
450,6,1,1,88.0
450,7,1,1,95.0
450,10,1,1,79.0
450,16,1,1,77.0
450,17,1,1,87.0
450,18,0,1,73.0
450,19,1,1,87.0
450,20,1,2,80.0
451,2,4,5,83.4
451,4,1,1,89.0
451,5,1,1,91.0
451,11,1,1,83.0
451,13,1,1,86.0
451,17,1,1,78.0
452,2,3,4,80.5
452,3,1,1,88.0
452,4,1,1,79.0
452,5,0,1,74.0
452,6,1,1,93.0
452,8,1,1,78.0
452,9,1,1,79.0
452,12,1,1,89.0
452,13,1,1,78.0
452,17,1,1,82.0
453,2,4,4,83.75
453,3,2,2,80.0
453,4,0,1,65.0
453,5,1,1,78.0
453,8,1,1,78.0
453,12,1,1,91.0
453,14,0,1,74.0
453,15,1,1,82.0
453,17,1,1,89.0
453,20,1,1,87.0
454,2,3,5,82.4
454,6,1,1,92.0
454,8,1,1,86.0
454,11,1,1,80.0
454,12,1,1,89.0
454,13,1,1,81.0
454,15,0,1,68.0
454,17,1,1,82.0
454,19,0,1,72.0
454,20,1,1,88.0
455,1,1,1,79.0
455,2,3,4,82.25
455,6,0,1,74.0
455,9,0,1,75.0
455,10,1,1,76.0
455,12,1,1,90.0
455,15,1,1,90.0
455,17,0,1,71.0
455,18,1,1,92.0
455,19,2,2,80.5
456,2,3,4,81.5
456,4,0,1,75.0
456,5,1,1,77.0
456,12,1,2,86.0
456,17,1,2,76.0
456,19,0,1,74.0
457,1,0,1,76.0
457,2,2,3,79.0
457,4,1,1,82.0
457,10,1,1,84.0
457,11,1,1,95.0
457,14,1,1,83.0
457,16,1,1,92.0
457,17,1,1,85.0
458,2,2,5,81.2
458,7,2,2,79.0
458,8,0,1,70.0
458,9,1,1,96.0
458,17,2,3,85.0
459,2,2,4,77.25
459,3,0,1,75.0
459,4,1,2,77.0
459,9,0,1,75.0
459,14,1,1,88.0
459,16,1,1,82.0
459,17,2,2,77.5
459,20,1,1,84.0
460,1,1,1,81.0
460,2,2,3,80.33
460,4,1,1,82.0
460,5,1,2,76.5
460,9,2,2,86.0
460,17,2,2,83.5
460,20,0,1,74.0
461,1,1,1,84.0
461,2,3,4,80.25
461,6,1,1,84.0
461,7,1,1,84.0
461,9,1,1,82.0
461,10,1,1,91.0
461,12,1,1,82.0
461,14,1,1,83.0
461,17,1,1,79.0
461,18,1,1,78.0
461,19,1,1,80.0
462,2,4,4,90.5
462,3,1,1,86.0
462,7,1,1,95.0
462,11,0,1,72.0
462,12,1,1,76.0
462,15,1,1,94.0
462,17,1,1,86.0
462,18,1,1,90.0
462,20,3,3,79.0
463,2,3,4,81.0
463,4,1,1,85.0
463,8,1,1,83.0
463,10,1,1,88.0
463,13,0,1,74.0
463,16,1,1,90.0
463,17,1,1,81.0
464,2,1,4,77.0
464,3,0,1,72.0
464,9,1,1,84.0
464,11,0,1,66.0
464,12,0,2,70.5
464,15,1,1,85.0
464,17,0,1,76.0
465,1,2,2,89.0
465,2,3,4,81.25
465,8,1,1,80.0
465,11,1,1,86.0
465,16,1,1,79.0
465,17,1,1,77.0
465,19,0,1,69.0
466,2,3,5,77.4
466,3,0,1,75.0
466,4,0,1,73.0
466,14,0,1,75.0
466,17,0,1,65.0
466,18,2,3,79.0
467,2,3,4,78.75
467,3,0,1,72.0
467,4,0,1,68.0
467,5,1,1,78.0
467,7,2,3,79.67
467,9,1,1,95.0
467,12,1,1,80.0
467,14,1,1,79.0
467,16,1,1,76.0
467,17,0,1,74.0
468,2,0,4,71.0
468,7,1,1,83.0
468,9,1,1,80.0
468,10,3,3,86.33
468,12,1,1,90.0
468,17,2,2,82.0
469,1,1,2,76.5
469,2,4,5,81.2
469,6,1,1,80.0
469,11,0,1,65.0
469,15,0,1,73.0
469,16,0,1,70.0
469,17,0,1,75.0
470,1,0,1,74.0
470,2,4,4,87.0
470,3,1,1,91.0
470,4,1,1,83.0
470,6,0,1,70.0
470,12,1,1,86.0
470,13,0,1,76.0
470,14,1,2,72.5
470,17,2,2,86.0
470,19,0,1,64.0
471,2,4,4,87.25
471,4,1,1,87.0
471,6,1,1,83.0
471,8,1,1,82.0
471,13,1,1,84.0
471,14,1,1,95.0
471,15,1,1,92.0
471,17,2,2,82.0
471,18,0,1,68.0
471,20,1,1,92.0
472,2,1,4,77.5
472,4,1,1,83.0
472,6,1,2,78.5
472,7,1,1,80.0
472,12,1,3,73.0
472,13,0,1,68.0
472,16,1,1,76.0
472,17,0,2,67.5
473,2,4,5,79.0
473,8,1,2,76.5
473,9,1,2,82.5
473,10,1,1,97.0
473,12,1,1,87.0
473,17,1,1,88.0
474,2,3,5,77.4
474,3,0,1,69.0
474,9,1,1,79.0
474,10,1,1,82.0
474,12,1,1,82.0
474,14,1,1,84.0
474,15,1,1,85.0
474,17,1,1,80.0
474,18,0,1,74.0
474,20,0,1,75.0
475,2,4,4,85.75
475,3,0,1,72.0
475,4,1,2,79.0
475,9,0,1,73.0
475,11,1,1,82.0
475,15,0,1,65.0
475,17,1,2,79.5
475,18,1,1,88.0
476,2,3,5,77.4
476,3,1,3,77.67
476,7,0,1,72.0
476,17,1,1,95.0
476,18,0,1,75.0
477,1,0,1,74.0
477,2,4,5,82.2
477,4,1,1,78.0
477,10,2,2,85.0
477,11,2,2,78.5
477,17,1,1,78.0
478,1,3,3,83.67
478,2,3,4,82.75
478,7,1,1,92.0
478,12,1,1,86.0
478,14,0,1,66.0
478,17,2,2,85.0
478,18,0,1,68.0
479,2,3,4,83.75
479,4,1,2,75.0
479,6,1,1,79.0
479,7,0,1,70.0
479,11,1,2,79.0
479,17,1,2,77.0
479,19,1,1,79.0
479,20,0,2,69.5
480,1,1,1,85.0
480,2,4,4,85.0
480,3,1,1,83.0
480,7,1,2,76.0
480,13,1,1,90.0
480,14,1,2,75.5
480,15,0,1,69.0
480,17,0,1,76.0
480,20,1,1,79.0
481,2,2,4,76.0
481,3,1,1,84.0
481,4,1,1,81.0
481,5,1,1,88.0
481,7,1,3,76.67
481,8,1,1,82.0
481,11,2,3,80.33
481,17,1,1,79.0
482,2,3,4,80.25
482,4,1,1,87.0
482,7,1,1,85.0
482,9,1,1,84.0
482,11,2,3,79.33
482,14,0,1,76.0
482,20,0,1,71.0
483,1,0,1,68.0
483,2,1,3,75.67
483,3,1,1,85.0
483,4,1,1,81.0
483,5,1,1,84.0
483,7,1,1,81.0
483,8,1,1,98.0
483,14,1,1,86.0
483,16,1,1,86.0
483,17,1,3,78.0
483,20,1,1,77.0
484,2,3,4,79.0
484,6,1,1,80.0
484,8,1,1,90.0
484,10,1,1,80.0
484,13,2,2,77.0
484,14,1,1,88.0
484,16,1,1,79.0
484,17,1,1,79.0
484,18,1,1,88.0
484,20,1,1,92.0
485,2,4,4,89.5
485,3,1,1,81.0
485,6,1,1,84.0
485,7,1,1,88.0
485,13,0,1,68.0
485,14,1,1,76.0
485,15,2,2,89.0
485,16,1,1,80.0
485,17,1,1,86.0
485,18,0,1,72.0
486,2,3,4,82.0
486,4,1,1,78.0
486,7,1,2,78.0
486,8,0,1,72.0
486,13,1,1,77.0
486,14,0,1,68.0
486,17,2,2,81.5
487,2,3,4,76.25
487,3,0,1,65.0
487,7,1,1,89.0
487,11,0,1,74.0
487,13,1,1,96.0
487,17,1,1,79.0
487,18,1,1,79.0
487,19,0,1,71.0
488,2,1,4,75.25
488,9,0,1,69.0
488,10,0,1,76.0
488,11,0,1,72.0
488,15,0,1,70.0
488,17,1,2,76.5
489,1,1,1,77.0
489,2,1,4,77.25
489,9,1,1,92.0
489,11,1,1,87.0
489,12,0,1,71.0
489,17,1,1,84.0
489,20,1,1,94.0
490,1,0,1,77.0
490,2,2,4,78.25
490,7,1,1,85.0
490,8,1,1,89.0
490,10,1,1,89.0
490,16,1,1,84.0
490,17,1,1,83.0
490,18,0,1,69.0
490,19,1,1,87.0
491,2,4,5,81.0
491,3,0,1,76.0
491,6,0,1,67.0
491,7,1,1,86.0
491,11,0,1,68.0
491,15,2,2,83.0
491,17,1,1,86.0
491,19,2,2,94.0
491,20,1,1,77.0
492,1,2,2,82.5
492,2,3,4,77.0
492,6,0,1,77.0
492,7,1,1,80.0
492,9,1,1,83.0
492,11,2,2,85.5
492,14,1,1,78.0
492,16,1,1,79.0
492,17,2,2,80.0
493,2,3,4,84.5
493,6,1,1,83.0
493,7,1,1,78.0
493,12,0,1,68.0
493,16,1,1,85.0
493,17,1,1,89.0
493,20,1,1,93.0
494,2,1,4,74.0
494,3,1,1,82.0
494,7,1,1,85.0
494,9,0,1,72.0
494,15,1,1,82.0
494,17,3,3,83.0
495,2,3,5,81.0
495,4,2,2,82.5
495,5,0,1,67.0
495,7,1,1,78.0
495,9,0,1,75.0
495,17,2,2,85.5
496,2,3,4,79.0
496,8,1,1,80.0
496,9,1,1,83.0
496,11,1,1,96.0
496,12,1,1,79.0
496,17,0,1,74.0
496,18,0,1,74.0
496,19,0,2,73.0
497,1,0,1,74.0
497,2,3,4,85.0
497,4,1,2,78.5
497,11,1,1,83.0
497,12,1,1,79.0
497,14,0,1,75.0
497,15,1,1,78.0
497,17,1,2,76.0
497,18,1,1,96.0
497,19,1,1,86.0
498,2,3,4,78.5
498,3,1,1,81.0
498,8,1,1,76.0
498,13,1,1,87.0
498,14,1,1,81.0
498,16,1,1,95.0
498,17,1,1,84.0
498,20,1,1,80.0
499,2,2,3,81.0
499,4,1,2,77.5
499,5,0,1,69.0
499,8,1,1,78.0
499,11,1,1,80.0
499,12,1,1,84.0
499,15,2,2,86.0
499,16,0,1,74.0
499,17,1,2,72.5
500,1,1,1,94.0
500,2,3,3,84.67
500,6,1,1,80.0
500,7,1,1,77.0
500,9,0,1,65.0
500,10,1,1,83.0
500,11,1,1,84.0
500,13,0,1,72.0
500,17,1,1,79.0
500,18,0,1,67.0
500,19,1,2,76.0
500,20,0,1,73.0
501,1,0,1,70.0
501,2,2,4,80.75
501,5,1,1,83.0
501,6,1,1,76.0
501,10,2,2,90.0
501,12,1,1,84.0
501,14,1,3,72.67
501,15,1,1,78.0
501,17,1,1,81.0
502,2,3,4,86.5
502,5,1,1,83.0
502,9,1,2,74.5
502,11,1,1,78.0
502,12,1,1,85.0
502,14,0,1,71.0
502,15,0,1,68.0
502,17,2,2,82.5
502,18,1,1,78.0
502,20,1,1,82.0
503,1,1,1,86.0
503,2,3,5,74.8
503,3,1,1,83.0
503,4,2,2,77.5
503,10,0,1,76.0
503,12,1,1,78.0
503,14,1,1,78.0
503,17,1,1,82.0
503,18,1,1,95.0
504,2,1,4,74.5
504,5,0,1,70.0
504,10,1,1,81.0
504,15,0,1,71.0
504,17,1,2,75.0
504,19,1,2,76.0
505,1,1,2,83.0
505,2,2,3,79.67
505,4,1,1,90.0
505,10,1,1,82.0
505,15,0,1,74.0
505,16,0,1,69.0
505,17,1,1,77.0
505,20,0,1,74.0
506,1,1,1,86.0
506,2,1,4,70.5
506,5,0,1,75.0
506,11,0,1,73.0
506,15,1,1,77.0
506,17,1,1,79.0
506,20,1,1,78.0
507,1,0,1,70.0
507,2,3,4,85.5
507,9,1,1,80.0
507,10,2,2,80.5
507,14,1,2,79.5
507,17,1,1,96.0
507,19,0,1,71.0
508,2,4,4,81.0
508,3,1,1,94.0
508,8,1,1,82.0
508,10,0,1,72.0
508,11,0,1,66.0
508,12,2,2,81.0
508,17,0,1,65.0
509,1,1,1,96.0
509,2,3,5,75.6
509,3,1,1,96.0
509,7,1,1,87.0
509,8,1,2,83.0
509,9,0,1,76.0
509,14,1,1,81.0
509,16,1,1,77.0
509,17,2,2,78.0
510,1,0,1,69.0
510,2,4,4,82.25
510,3,1,1,87.0
510,5,1,1,91.0
510,9,1,1,88.0
510,11,1,1,90.0
510,12,1,1,81.0
510,13,1,1,93.0
510,16,1,1,82.0
510,17,2,2,81.0
511,2,3,4,75.5
511,6,1,1,77.0
511,9,0,1,74.0
511,10,1,1,89.0
511,11,1,1,79.0
511,14,1,1,87.0
511,16,2,3,81.0
511,17,0,1,77.0
511,18,0,1,77.0
511,20,0,1,75.0
512,1,1,1,82.0
512,2,1,4,75.0
512,5,1,1,92.0
512,6,1,1,94.0
512,8,0,1,75.0
512,11,1,1,79.0
512,12,1,1,83.0
512,17,2,2,77.0
512,19,1,1,84.0
513,2,3,4,78.75
513,6,0,1,76.0
513,8,1,1,87.0
513,10,1,1,85.0
513,12,0,1,72.0
513,13,1,1,81.0
513,17,1,1,76.0
513,19,2,2,85.5
514,2,3,4,81.0
514,5,1,1,78.0
514,6,1,1,82.0
514,8,0,1,67.0
514,11,1,1,90.0
514,14,0,1,75.0
514,17,0,2,74.5
514,18,1,1,86.0
515,2,4,5,82.8
515,4,1,1,81.0
515,6,1,1,91.0
515,9,0,1,73.0
515,17,0,1,77.0
515,18,0,1,74.0
516,2,4,4,84.75
516,4,0,1,74.0
516,5,0,1,73.0
516,7,1,1,79.0
516,9,0,1,72.0
516,10,1,1,87.0
516,17,2,2,81.5
517,2,4,5,84.6
517,6,1,1,79.0
517,7,1,1,82.0
517,10,1,1,89.0
517,12,0,1,74.0
517,13,1,2,77.0
517,14,0,1,71.0
517,17,0,1,68.0
517,19,0,1,72.0
517,20,0,1,66.0
518,1,0,1,66.0
518,2,3,4,80.0
518,11,0,1,73.0
518,12,2,2,81.0
518,17,0,1,74.0
518,19,1,1,85.0
519,1,1,1,77.0
519,2,3,4,85.0
519,5,0,1,71.0
519,9,1,1,79.0
519,11,1,1,94.0
519,14,1,1,86.0
519,17,1,1,86.0
519,18,1,1,85.0
519,19,2,2,85.0
520,1,0,1,73.0
520,2,4,4,81.25
520,4,1,1,86.0
520,6,1,1,78.0
520,8,1,1,79.0
520,11,1,1,90.0
520,12,0,1,65.0
520,14,1,2,85.5
520,16,1,1,80.0
520,17,0,1,71.0
520,18,1,1,80.0
521,2,4,5,80.8
521,4,1,1,88.0
521,6,1,1,90.0
521,9,1,1,84.0
521,10,0,1,73.0
521,16,1,2,76.5
521,17,1,1,84.0
521,18,1,1,91.0
521,19,1,1,91.0
521,20,0,1,72.0
522,2,4,5,79.4
522,10,1,1,77.0
522,11,1,1,89.0
522,13,1,1,79.0
522,17,1,1,77.0
522,19,1,2,81.0
522,20,1,1,78.0
523,2,2,4,74.5
523,3,0,1,76.0
523,4,1,1,87.0
523,10,1,1,91.0
523,11,0,1,72.0
523,12,2,2,86.0
523,15,1,1,78.0
523,17,0,1,76.0
523,20,0,1,73.0
524,1,0,1,73.0
524,2,2,4,75.25
524,4,1,1,79.0
524,5,1,1,89.0
524,8,1,1,84.0
524,16,1,2,78.0
524,17,2,2,86.5
524,20,0,1,67.0
525,2,4,5,81.6
525,4,0,1,77.0
525,5,0,1,74.0
525,6,1,1,87.0
525,14,1,1,88.0
525,17,1,1,84.0
525,19,0,1,69.0
526,1,0,1,70.0
526,2,2,4,75.0
526,5,1,1,84.0
526,6,0,1,71.0
526,9,2,2,86.5
526,13,1,2,80.5
526,15,1,2,75.0
526,17,1,1,92.0
527,1,0,1,74.0
527,2,5,5,81.8
527,4,1,2,77.0
527,7,1,1,83.0
527,11,1,1,86.0
527,12,1,1,94.0
527,14,0,1,74.0
527,18,1,1,91.0
527,19,1,1,78.0
528,1,1,1,94.0
528,2,2,4,75.25
528,6,1,1,79.0
528,11,2,2,80.0
528,13,2,2,83.5
528,17,1,1,85.0
528,19,1,1,78.0
529,2,1,4,72.5
529,3,1,1,86.0
529,9,1,1,88.0
529,10,1,1,84.0
529,13,2,2,86.0
529,16,0,1,70.0
529,17,0,1,72.0
530,2,3,5,76.0
530,7,1,1,91.0
530,9,1,1,76.0
530,11,0,1,75.0
530,13,0,1,70.0
530,17,1,1,87.0
531,1,1,2,76.0
531,2,3,4,84.5
531,4,0,1,65.0
531,8,0,1,71.0
531,9,1,1,79.0
531,10,0,1,74.0
531,13,1,1,80.0
531,16,1,2,76.5
531,17,0,1,71.0
532,2,3,5,80.4
532,4,0,1,72.0
532,7,1,1,82.0
532,11,1,1,87.0
532,12,1,1,82.0
532,13,0,1,74.0
532,17,2,2,84.0
532,18,1,1,78.0
533,2,5,5,84.0
533,6,0,1,71.0
533,9,0,1,68.0
533,10,0,1,74.0
533,12,1,1,88.0
533,13,1,1,91.0
533,17,0,1,76.0
533,18,0,1,66.0
533,19,1,1,89.0
534,2,4,4,81.75
534,6,0,1,72.0
534,8,0,1,76.0
534,11,1,1,78.0
534,14,2,3,84.67
534,17,1,1,84.0
535,1,1,1,77.0
535,2,2,4,79.25
535,6,1,1,88.0
535,9,1,1,83.0
535,11,0,1,73.0
535,15,1,1,84.0
535,17,1,1,78.0
535,20,1,1,87.0
536,2,4,4,81.75
536,6,0,1,77.0
536,13,0,1,65.0
536,15,1,1,75.0
536,17,0,1,75.0
536,18,1,1,82.0
536,19,1,1,82.0
537,2,4,4,84.5
537,3,0,1,75.0
537,4,1,1,79.0
537,6,1,1,82.0
537,8,0,1,76.0
537,17,1,1,88.0
537,19,0,1,70.0
538,2,2,4,82.5
538,3,1,1,90.0
538,7,1,1,84.0
538,11,1,1,92.0
538,13,1,1,87.0
538,14,1,1,83.0
538,17,0,1,76.0
538,18,0,1,74.0
539,1,0,1,77.0
539,2,2,5,75.8
539,5,1,1,94.0
539,6,0,1,65.0
539,13,1,1,77.0
539,18,1,1,86.0
540,1,0,1,72.0
540,2,4,4,82.25
540,5,1,2,75.5
540,10,1,1,81.0
540,11,1,1,87.0
540,16,2,2,87.0
540,17,1,1,92.0
541,2,1,4,77.0
541,3,1,1,85.0
541,4,1,1,78.0
541,5,1,1,83.0
541,7,1,2,81.5
541,15,1,1,83.0
541,16,0,1,75.0
541,17,1,1,85.0
542,2,3,4,81.25
542,12,1,1,85.0
542,13,1,1,80.0
542,17,0,1,74.0
542,18,1,1,90.0
542,19,1,1,81.0
542,20,1,1,81.0
543,1,1,2,75.5
543,2,2,3,76.67
543,3,1,1,94.0
543,4,0,1,75.0
543,6,1,1,80.0
543,10,1,1,83.0
543,16,0,1,75.0
543,17,2,2,89.0
544,2,4,4,88.75
544,3,0,1,74.0
544,6,1,1,77.0
544,7,1,1,81.0
544,8,1,1,83.0
544,17,0,1,62.0
544,18,1,1,78.0
545,1,1,2,78.0
545,2,3,4,79.25
545,5,1,1,91.0
545,8,1,1,91.0
545,10,2,2,77.5
545,11,1,1,80.0
545,16,2,2,79.0
545,17,1,1,83.0
546,2,2,4,78.5
546,4,1,1,79.0
546,5,1,1,82.0
546,6,0,1,76.0
546,9,0,1,69.0
546,10,0,1,72.0
546,13,1,1,84.0
546,14,0,1,75.0
546,16,1,1,80.0
546,17,0,1,75.0
546,19,1,1,82.0
547,2,1,5,70.8
547,7,1,1,85.0
547,12,0,1,69.0
547,14,1,2,76.0
547,15,0,1,75.0
547,17,1,1,83.0
547,20,0,1,73.0
548,2,3,4,78.75
548,4,1,1,87.0
548,5,0,1,73.0
548,9,1,1,86.0
548,15,1,1,80.0
548,17,2,3,80.0
549,2,2,5,76.4
549,9,0,1,65.0
549,11,1,1,77.0
549,13,1,1,87.0
549,15,1,1,88.0
549,17,0,2,69.0
549,18,1,1,87.0
549,20,0,1,76.0
550,2,2,3,83.67
550,4,1,2,74.0
550,5,1,1,83.0
550,7,1,1,84.0
550,8,1,1,79.0
550,10,1,1,78.0
550,12,1,1,80.0
550,13,0,1,75.0
550,16,0,1,67.0
550,17,2,2,84.5
550,19,1,1,90.0
551,2,3,5,79.6
551,6,1,1,85.0
551,12,0,1,72.0
551,15,1,1,83.0
551,17,2,2,88.5
552,1,0,1,62.0
552,2,3,4,79.25
552,5,1,1,87.0
552,7,0,1,62.0
552,16,1,1,93.0
552,17,2,2,81.5
552,19,1,1,87.0
553,1,2,2,86.5
553,2,4,5,80.8
553,5,2,2,85.5
553,12,1,1,80.0
553,14,1,1,93.0
553,17,0,1,67.0
553,18,1,1,98.0
553,19,0,1,70.0
554,1,1,2,83.5
554,2,3,4,79.25
554,5,0,1,69.0
554,7,1,1,84.0
554,8,2,2,87.5
554,9,2,2,84.0
554,10,1,1,85.0
554,12,0,1,73.0
554,17,0,1,77.0
555,2,2,4,79.25
555,3,0,1,75.0
555,4,1,1,87.0
555,5,2,2,85.0
555,12,0,1,77.0
555,14,1,1,78.0
555,17,2,2,86.5
555,18,1,1,76.0
555,20,1,1,77.0
556,1,0,1,62.0
556,2,3,5,77.2
556,5,1,1,80.0
556,7,1,1,80.0
556,10,1,1,81.0
556,13,1,1,94.0
556,15,1,1,89.0
556,17,0,1,73.0
557,2,4,5,81.0
557,4,2,2,82.0
557,11,1,1,86.0
557,13,0,1,75.0
557,17,2,2,85.5
557,18,1,1,82.0
557,19,1,1,98.0
557,20,0,1,71.0
558,1,0,1,75.0
558,2,4,4,87.5
558,3,0,1,74.0
558,4,1,1,81.0
558,7,1,1,87.0
558,8,1,1,89.0
558,15,1,2,78.5
558,17,1,1,96.0
558,18,1,1,85.0
558,20,1,1,81.0
559,2,3,4,77.0
559,4,1,1,77.0
559,6,1,1,85.0
559,10,1,1,85.0
559,17,0,1,72.0
559,18,1,1,79.0
559,19,1,1,90.0
560,2,3,4,82.0
560,6,1,1,80.0
560,8,1,1,90.0
560,9,0,1,73.0
560,14,1,1,90.0
560,17,1,2,78.5
560,18,1,1,91.0
560,20,1,1,83.0
561,2,3,4,80.75
561,9,2,3,83.0
561,13,0,1,75.0
561,15,1,1,94.0
561,17,0,1,70.0
562,2,3,4,78.25
562,3,0,1,74.0
562,6,1,2,83.5
562,11,0,1,64.0
562,13,1,2,79.5
562,17,1,1,79.0
562,20,1,1,81.0
563,1,0,1,72.0
563,2,3,4,80.0
563,7,1,1,88.0
563,8,0,1,64.0
563,10,0,1,66.0
563,12,1,1,89.0
563,14,1,1,79.0
563,16,1,1,76.0
563,17,1,2,74.0
564,1,1,1,87.0
564,2,3,5,78.4
564,7,1,1,96.0
564,9,1,1,77.0
564,11,1,1,82.0
564,16,1,1,93.0
564,17,1,1,81.0
564,18,1,1,78.0
564,19,0,1,75.0
565,2,2,4,83.0
565,3,3,3,86.33
565,7,1,1,84.0
565,8,0,1,74.0
565,12,0,1,72.0
565,13,1,1,82.0
565,17,1,1,79.0
565,18,1,1,86.0
565,20,1,1,89.0
566,2,4,4,85.5
566,7,1,1,79.0
566,12,1,1,79.0
566,13,2,2,79.5
566,16,0,2,72.0
566,17,2,2,81.0
566,18,1,1,86.0
566,19,1,1,89.0
566,20,1,1,81.0
567,2,4,4,82.0
567,7,0,2,74.0
567,9,2,2,94.0
567,10,1,1,92.0
567,17,1,1,85.0
567,20,0,1,65.0
568,2,2,4,79.0
568,3,0,1,73.0
568,8,1,1,83.0
568,9,0,1,62.0
568,13,1,1,89.0
568,17,0,1,75.0
568,20,1,1,82.0
569,2,4,5,81.2
569,4,0,1,72.0
569,6,2,2,77.0
569,14,1,1,78.0
569,17,1,1,89.0
569,18,1,1,80.0
569,20,1,1,86.0
570,1,1,1,88.0
570,2,4,5,84.0
570,11,1,1,87.0
570,14,0,1,69.0
570,17,2,2,79.5
570,18,1,1,88.0
570,19,1,1,79.0
571,2,1,5,73.6
571,3,1,1,81.0
571,4,1,2,76.5
571,8,1,1,82.0
571,10,1,1,77.0
571,15,1,1,93.0
571,17,1,1,79.0
571,20,0,2,71.0
572,2,3,4,79.5
572,3,1,1,87.0
572,5,1,1,80.0
572,6,3,3,82.33
572,9,1,1,80.0
572,14,0,1,75.0
572,15,0,1,75.0
572,17,1,1,78.0
572,19,1,1,81.0
572,20,1,1,83.0
573,1,0,1,65.0
573,2,2,4,76.75
573,4,2,2,86.5
573,6,1,1,80.0
573,7,1,1,79.0
573,8,1,1,80.0
573,10,1,1,80.0
573,13,1,1,89.0
573,17,1,1,85.0
574,2,3,4,83.25
574,10,1,1,88.0
574,12,1,2,79.0
574,14,1,1,85.0
574,15,1,1,93.0
574,16,1,1,82.0
574,17,0,1,68.0
575,2,3,4,76.0
575,4,1,1,76.0
575,5,1,1,80.0
575,8,1,1,87.0
575,15,0,1,75.0
575,16,1,1,91.0
575,17,2,2,81.0
575,18,1,1,85.0
575,20,1,1,92.0
576,2,2,4,78.75
576,3,0,1,72.0
576,5,0,1,72.0
576,6,0,1,70.0
576,8,1,1,89.0
576,10,0,1,68.0
576,11,1,1,84.0
576,14,1,1,80.0
576,16,0,1,71.0
576,17,1,1,86.0
576,20,0,1,71.0
577,1,1,2,76.0
577,2,2,4,75.5
577,7,1,1,87.0
577,10,0,1,72.0
577,11,1,1,88.0
577,13,0,1,71.0
577,14,1,1,84.0
577,15,1,1,84.0
577,16,0,1,74.0
577,17,1,1,83.0
578,1,0,1,76.0
578,2,2,4,80.25
578,4,1,1,90.0
578,5,1,1,78.0
578,11,0,1,71.0
578,12,1,2,77.5
578,15,1,1,93.0
578,16,1,1,87.0
578,17,1,1,78.0
579,2,2,4,76.75
579,4,1,2,77.5
579,5,1,1,85.0
579,9,1,1,78.0
579,16,2,2,85.0
579,17,1,1,92.0
579,19,1,2,79.0
580,2,2,4,73.75
580,7,3,3,80.67
580,10,1,1,80.0
580,12,1,2,77.5
580,13,1,1,80.0
580,17,1,1,88.0
580,18,0,1,75.0
580,19,1,1,84.0
580,20,1,1,77.0
581,1,0,1,68.0
581,2,4,4,82.5
581,11,1,2,75.0
581,14,1,2,80.0
581,17,0,2,70.5
581,18,1,1,88.0
581,19,2,2,82.5
582,1,1,1,81.0
582,2,0,4,70.25
582,3,1,2,85.5
582,5,1,1,94.0
582,10,1,1,81.0
582,12,1,2,73.5
582,17,0,1,74.0
582,18,1,1,84.0
583,1,1,1,79.0
583,2,3,4,78.75
583,3,1,1,78.0
583,5,1,1,89.0
583,7,1,1,77.0
583,10,1,1,80.0
583,15,1,1,77.0
583,17,1,2,80.0
583,18,0,1,73.0
583,20,1,1,80.0
584,2,4,4,83.0
584,5,0,1,75.0
584,11,2,2,83.0
584,15,2,2,82.5
584,17,1,1,82.0
584,19,1,1,86.0
585,2,3,4,84.75
585,4,1,1,86.0
585,7,0,1,70.0
585,8,1,1,81.0
585,10,0,1,70.0
585,12,1,1,78.0
585,15,0,1,72.0
